,avg_n_pos_per_prev_tenure,avg_pos_len,avg_prev_tenure_len,c_name,n_pos,n_prev_tenures,tenure_len,age,beauty,blur,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise,ethnicity,face_quality,gender,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_mask,mouth_open,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain,smile,nationality,n_followers
37823,2,851,3044,Fairfax Digital,1,1,851,46,49.277,1.179,0.605,0,0,99.394,0,0,0,Asian,79.882,Male,Normal,1.6112962,2.2981253,-10.449228,0,0,100,0,3.17,1.228,10.036,4.073,65.721,celtic_english,3653
39150,1,1051.8571,1064,Microsoft,7,1,7363,64,50.136,0.901,0.508,0.039,0.308,98.665,0.339,0.118,0.023,White,89.311,Male,Normal,9.560015,-8.906547,3.4588504,31.185,0.074,58.972,9.77,93.764,73.65,0.245,84.338,79.517,celtic_english,3651
7877,1,730,731,Fara Software,1,1,730,55,63.831,0.934,0.002,0.001,0.001,95.911,4.083,0.001,0.001,White,92.784,Male,None,7.358286,-0.7757046,0.52049714,13.793,0.039,85.575,0.594,15.72,7.936,3.667,72.52,76.003,celtic_english,3649
30299,1,1368.6667,2161,Microsoft,3,1,4106,52,53.322,1.03,0,0.058,0,99.942,0,0,0,White,91.556,Male,None,7.9280276,2.435267,1.9522696,0,0,100,0,0.326,7.055,9.793,30.238,98.562,muslim,3648
29363,1,4170,3257,IGNITION PARTNERS,1,1,4170,43,56.764,1.184,0,0,0.002,99.993,0,0.002,0.001,White,72.703,Female,None,6.0687504,11.219625,-11.554883,17.394,0,14.537,68.069,6.13,10.347,8.087,6.688,58.196,celtic_english,3637
38634,1,487,396,ITWORX,2,1,974,30,79.047,0.38,0.047,0.018,33.274,0.19,65.763,0.69,0.018,White,94.814,Male,Normal,0.48478803,-7.969852,0.10376679,99.998,0,0,0.002,11.53,10.299,1.477,28.187,5.347,muslim,3630
41021,1,3987,790,Oracle,1,1,3987,55,41.368,31.396,0.216,5.831,0.034,91.918,1.789,0.034,0.179,White,62.49,Male,Normal,-3.024201,-3.5982237,-4.7270756,38.148,0,61.848,0.004,1.407,1.94,8.924,15.788,93.166,european,3625
2337,1,182,577,Plastic Omnium,1,1,182,29,83.796,1.158,0.004,4.624,0.005,94.878,0.48,0.004,0.004,White,82.62,Male,None,14.1080265,-12.148136,4.9643464,0,0,100,0,0.978,3.497,31.398,3.619,97.814,european,3622
5401,1,425,1430,Start-Up Experience,1,1,425,49,65.402,0.526,0,0.001,0,0.002,99.997,0,0,White,89.641,Male,None,8.813603,-1.4943448,3.70677,100,0,0,0,4.277,5.478,0.595,18.42,9.47,european,3619
28479,1,334,549,Nipuna Services Limited,1,1,334,45,58.63,1.538,0.003,0.003,0.015,0.016,99.856,0.004,0.103,White,71.112,Male,Normal,-6.3354726,-4.2758493,-11.798663,100,0,0,0,0.338,55.521,3.895,11.294,3.041,south_asian,3618
47485,1,912,519,Emptoris,1,1,912,48,60.453,0.064,0,0,0,99.999,0,0,0,White,91.089,Male,None,7.981824,-6.858611,2.8576026,0,0,100,0,0.8,5.256,18.557,6.214,99.14,celtic_english,3614
42743,1,791,761,Ralph Lauren,1,1,791,39,61.606,0.429,0.001,0.007,0.001,98.643,0.051,1.295,0.001,White,45.304,Male,Normal,3.083308,4.721305,-16.493814,0.966,0,91.516,7.517,4.055,4.327,19.859,5.016,85.38,muslim,3612
1426,1,943,3987,Intergraph,5,1,4715,58,51.208,2.055,0.044,1.275,6.593,91.115,0.884,0.044,0.044,White,86.226,Male,Normal,4.7217536,-0.38801065,7.152446,99.994,0,0,0.006,23.418,38.244,0.584,91.332,74.028,celtic_english,3609
8964,1,547,1645,EDS Asia Pacific,1,1,547,48,58.822,12.279,0.002,0.023,0.002,99.971,0.001,0.001,0.001,White,86.303,Male,None,10.308909,-4.0058446,-0.5618787,0.005,0,99.995,0,0.761,3.774,34.802,4.545,98.611,european,3604
3930,1,1034,1613,Hewlett Packard Enterprise,1,1,1034,41,47.672,0.963,0,0,0,100,0,0,0,White,88.894,Male,None,8.052774,-5.1590414,4.5773554,0,0,100,0,0.231,0.88,6.243,41.14,99.262,celtic_english,3602
36608,1,882.5,1430,Apple,2,1,1765,56,68.171,1.701,0.726,0.207,1.416,52.785,11.414,33.34,0.113,White,82.203,Male,None,5.958152,-5.874179,8.708975,0.021,0.001,99.951,0.028,8.486,5.698,2.903,13.159,65.436,european,3598
26184,1,92,121,Mayo Clinic,1,1,92,21,65.632,4.366,0.075,0.278,0.075,1.922,79.187,0.135,18.329,White,0.006,Male,None,-0.012076627,-2.5715952,84.144966,0.002,0,1.765,98.234,10.066,13.189,26.576,4.628,64.161,south_asian,3594
31532,1,2769,578,HRnet One,1,1,2769,26,59.909,0.336,0.001,0,0,99.994,0,0.004,0.001,Asian,58.385,Female,None,4.4154925,-15.449383,14.559866,0,0,100,0,4.813,5.603,40.681,17.033,88.275,east_asian,3591
19707,4,753.25,2404,Microsoft,4,1,3013,45,83.156,0.355,0.002,0.013,0.002,96.23,0.002,0.002,3.748,White,86.885,Female,None,6.3246317,-8.841501,6.750982,0,0,99.999,0.001,1.393,4.868,30.656,10.92,46.246,european,3584
23309,1,303,1887,Magnate Ventures Ltd,1,1,303,31,38.482,0.37,0,0.002,0,99.994,0.003,0,0,Black,89.352,Male,None,5.5773907,1.4695308,5.3815327,0,0,100,0,2.389,4.36,8.02,4.208,76.067,african,3579
8481,2,670,1096,Service Canada,1,1,670,46,68.151,1.319,0,0.005,0,99.99,0.001,0.003,0,White,92.713,Male,None,7.8394074,0.9498897,0.115866475,0,0,100,0,69.174,5.78,0.912,95.127,64.377,european,3572
38099,1,1185,579,Cisco,1,1,1185,35,44.911,59.024,0.4,14.475,0.084,75.534,0.056,8.963,0.487,White,0.006,Male,None,-1.6773432,6.4974117,-2.3119702,0,0,99.999,0,11.848,2.589,5.171,8.435,34.478,celtic_english,3571
5701,1,2981,2160,Yale Asia Pacific + Adapt-A-lift Hyster,1,1,2981,51,49.641,29.345,0,0,0,99.998,0.002,0,0,White,58.477,Male,None,-0.99243164,-7.758372,7.8263493,1.79,0,98.154,0.056,2.414,3.112,69.377,2.791,82.14,celtic_english,3570
52312,1,1065,792,Self-Employed,1,1,1065,33,68.624,0.356,0,0,0.003,99.995,0,0,0.001,White,10.102,Female,None,4.3937345,-12.288856,21.57808,23.347,0.002,12.638,64.013,0.571,4.036,82.881,1.225,89.832,muslim,3569
26494,1,608,516,Sprint,1,1,608,26,84.015,0.467,0.005,0.009,0.005,99.671,0.23,0.022,0.059,White,67.829,Male,None,6.745705,-1.461838,12.560523,100,0,0,0,9.24,4.358,8.751,7.005,51.164,south_asian,3562
59155,1,832,1095,Standard Bank Group,3,1,2496,61,40.48,1.079,0.035,0.03,0.03,3.706,95.94,0.031,0.228,White,52.168,Male,None,-16.43243,7.2146273,-12.289577,100,0,0,0,2.193,9.72,0.378,45.745,26.021,hispanic,3560
46849,1,699,335,Televisa,1,1,699,48,53.033,0.102,0,0.001,0,99.999,0,0,0,White,87.186,Female,None,7.4455566,-9.202392,-6.2523594,0.032,0,99.968,0,1.505,5.115,19.066,12.397,98.394,hispanic,3559
25114,1,1065,1795,Microsoft,1,1,1065,56,64.753,0.425,0,0,0,99.999,0,0,0,White,83.709,Female,None,3.4089043,14.033532,-8.97232,0.003,0,99.997,0,18.97,34.202,2.22,89.313,88.952,celtic_english,3555
38944,1,989,1795,3Com,4,1,3956,47,55.434,0.32,0.225,0.002,0.011,99.397,0.002,0.354,0.01,White,90.096,Female,None,11.676493,-10.399691,1.3265772,0,0,100,0,8.954,3.1,13.695,20.407,98.753,european,3553
29141,1,1216,334,Al Yousef Electronics,1,1,1216,38,73.011,99.993,0.108,0.272,0.008,0.016,11.132,88.43,0.035,Black,0.006,Male,None,25.219007,24.076801,39.459274,72.795,27.092,0.01,0.104,4.08,79.297,2.585,10.518,32.26,hispanic,3552
2064,2,1734,3684,Raya Software,1,1,1734,48,57.895,0.357,11.899,0.001,0.001,88.069,0.026,0.001,0.002,White,90.34,Male,None,-1.1304467,-6.446671,5.818434,0,0,100,0,21.331,36.083,3.428,6.356,81.759,muslim,3542
17667,1,456,92,Infinilogic (Pvt) Ltd.,1,1,456,27,62.984,0.35,0.006,0.006,0.009,6.951,91.105,0.006,1.916,White,85.729,Male,None,-5.621516,-7.181438,7.574484,100,0,0,0,1.091,8.828,43.171,1.063,19.284,muslim,3540
58804,1,396,122,Microsoft,1,1,396,38,83.628,0.636,0.003,0.003,0.003,10.498,89.425,0.064,0.003,White,80.735,Male,None,7.848394,-3.3988545,-8.945619,100,0,0,0,3.284,2.732,68.749,2.014,28.477,european,3538
20805,1,334,335,Moss Plastic Parts Ltd,1,1,334,41,61.788,1.045,0.158,0,0,99.841,0,0,0,White,83.735,Female,None,13.380997,-12.328755,4.9139447,0,0,100,0,0.295,2.469,84.424,8.894,95.802,celtic_english,3537
58861,1,182,823,TopTech Egypt,1,1,182,38,49.237,71.476,0.001,0.002,0.001,99.596,0.399,0.001,0.001,Asian,0.006,Male,Normal,-7.4764795,-5.498208,6.215884,30.081,0,69.913,0.006,1.788,2.189,8.105,0.47,53.468,muslim,3536
14469,1,3622,4717,TechGenix Ltd.,1,1,3622,57,40.72,35.626,0.001,0.002,0.009,0.364,99.549,0.073,0.001,Black,37.487,Male,Dark,-12.362367,7.8973036,-6.0912213,0.319,0.002,0,99.679,7.395,24.091,5.008,5.537,76.503,european,3530
38275,1,335,1308,Microsoft,1,1,335,46,57.611,0.166,0.001,0.001,0.001,97.396,2.597,0.003,0.002,White,34.43,Male,None,-7.1496754,-3.6245584,17.478867,100,0,0,0,4.279,11.1,6.786,0.536,23.212,celtic_english,3518
17645,6,1157,4747,Amazon,1,1,1157,47,56.825,1.185,0,0.632,0,99.365,0.002,0,0,White,90.853,Male,None,5.491201,0.8900725,-3.8637447,0,0,99.859,0.141,0.559,2.125,13.611,64.973,96.272,celtic_english,3517
17944,1,303,731,Young & Rubicam,1,1,303,53,61.618,0.339,0.006,0.031,0.007,99.866,0.014,0.046,0.028,White,91.702,Female,None,9.919697,4.0800056,0.65003675,0,0,100,0,2.7,2.692,83.463,4.299,87.503,celtic_english,3515
35001,1,702,2647,Informatica,1,1,702,43,65.694,0.273,0,0.002,0,99.574,0.027,0.396,0,White,1.668,Male,None,0.80180615,0.08072557,24.96093,0.029,0,99.042,0.929,1.434,4.483,8.883,2.281,50.493,european,3505
42183,1,243,1066,Solutions Driven,1,1,243,21,82.918,0.362,0.042,0.047,0.022,0.2,50.59,48.905,0.195,White,79.716,Female,None,12.299166,-1.9308372,7.6314588,99.999,0,0.001,0,2.383,1.502,72.569,21.369,21.657,celtic_english,3496
7163,1,1308,1064,Microsoft,1,1,1308,21,48.324,0.054,0,0,0,100,0,0,0,White,66.133,Male,None,6.11778,-5.040436,13.058052,0,0,100,0,2.323,4.913,6.17,2.993,96.911,celtic_english,3488
40448,1,184,457,Platinum Dental,1,1,184,32,73.171,2.58,0.016,0.016,4.475,5.656,0.418,89.403,0.016,White,91.371,Female,None,5.7086105,-3.177206,2.710008,99.608,0,0.358,0.034,8.171,4.563,59.391,7.506,42.833,european,3487
58542,1,457,851,KPMG,1,1,457,29,63.034,98.873,0.004,0.03,0.008,99.943,0.004,0.006,0.004,White,0.006,Male,None,4.657086,8.398259,-4.3604074,6.328,1.401,0.687,91.584,4.604,12.435,1.598,10.783,74.418,muslim,3486
2451,1,1064,730,Schroders,1,1,1064,43,62.91,1.922,0.014,15.921,0.002,84.054,0.002,0.002,0.005,Asian,8.406,Male,Normal,-3.44905,-2.468837,21.963848,0,0,100,0,5.526,16.037,1.412,2.564,83.262,european,3484
14441,1,365,944,Microsoft,2,1,730,25,74.732,0.333,0.001,0.001,0.001,99.832,0.057,0.106,0.001,White,93.611,Male,None,0.8424142,0.46659228,2.336472,100,0,0,0,5.14,1.561,9.423,16.862,70.675,celtic_english,3483
38374,1,427,123,Accenture,1,1,427,55,42.37,1.14,0.041,0.041,0.041,64.108,3.93,31.796,0.041,White,89.275,Male,Normal,-0.59220815,4.72278,-6.48935,96.668,0,3.332,0,2.722,5.448,2.071,13.152,85.234,celtic_english,3481
11341,3,862,5020,GE,3,1,2586,48,60.936,0.362,0,0,0,100,0,0,0,White,93.528,Female,None,3.6030805,12.295621,1.5059994,44.33,0,55.156,0.514,1.546,3.016,58.935,6.028,99.657,celtic_english,3480
23829,1,1247,699,NCR Corporation,1,1,1247,43,54.933,8.497,0.005,0.109,0.016,96.979,2.882,0.005,0.005,White,86.4,Male,None,1.5358977,-5.5329595,5.9854903,99.986,0.002,0,0.012,73.528,9.717,2.295,50.586,68.708,hispanic,3473
56819,1,1065,700,TPS Worldwide,1,1,1065,49,68.017,9.089,0.035,1.1,0.006,98.268,0.574,0.011,0.006,White,72.683,Male,None,3.7874618,19.303253,-10.494399,0.06,0,99.936,0.004,0.248,3.658,14.007,0.499,92.508,muslim,3451
51020,1,546,1430,Avanade,1,1,546,55,43.695,0.347,0.452,30.68,0.022,66.683,2.121,0.022,0.022,White,88.028,Male,None,-13.535124,-14.572775,1.8198655,99.998,0,0.001,0.001,1.184,1.621,51.914,3.572,56.948,hispanic,3450
16353,1,455,822,Escosoft Technologies,1,1,455,37,61.231,0.103,0.817,0.023,0.014,98.923,0.014,0.194,0.014,White,80.926,Female,Normal,7.062268,2.7041936,9.213355,0.583,0,99.417,0,3.138,5.277,26.918,5.403,9.906,south_asian,3446
22288,1,731,1520,Traffik,1,1,731,35,80.012,4.521,0.003,0.003,0.005,0.4,99.491,0.092,0.005,White,90.295,Male,None,1.7060053,-2.5581486,4.4540753,98.589,0,1.411,0,86.697,9.735,2.083,58.162,0.589,celtic_english,3440
32276,1,701.5,1247,Estarta Solutions,2,1,1403,48,55.23,0.362,0,0.003,0,0.304,99.694,0,0,White,87.581,Male,Normal,-3.4330382,-3.081384,7.149171,99.997,0,0,0.003,11.361,2.941,3.655,8.999,62.187,muslim,3435
44398,1,1750.5,1521,Nortel Networks,2,1,3501,46,49.503,1.803,0.001,0.001,0,99.997,0,0,0.001,White,93.66,Male,Normal,-2.052588,-3.3922145,-1.2504607,0.008,0,99.988,0.004,0.719,3.082,3.847,1.328,91.053,celtic_english,3433
33340,1,3744,395,"Intelec Geomatics, inc.",1,1,3744,70,61.641,3.566,0.001,0.005,0.006,99.552,0.432,0.001,0.005,White,86.331,Male,Normal,13.9576025,7.1288633,1.6191868,82.076,0,17.858,0.066,5.34,32.592,1.233,2.955,73.327,celtic_english,3424
33528,1,699,7274,Editorial EDEBE,1,1,699,49,52.07,0.387,0,0.016,0,99.983,0,0,0,White,87.784,Female,None,5.941232,3.9790893,-6.331335,0,0,100,0,70.913,10.931,1.995,27.974,90.225,hispanic,3422
12666,2,61,1247,Microsoft,1,1,61,47,42.633,0.368,0.06,0.038,21.716,74.602,0.038,3.486,0.059,White,41.391,Female,None,-4.4665465,-14.591261,16.863272,99.996,0,0.004,0,66.301,3.456,3.002,14.035,21.48,south_asian,3421
53547,1,1947,1217,Innovation Works,1,1,1947,51,68.007,0.824,0,0,0,100,0,0,0,White,93.793,Male,Normal,4.722999,0.05939319,0.2708998,0,0,100,0,1.209,2.494,21.223,5.84,98.044,european,3419
35641,1,2526,2465,IBM,1,1,2526,44,61.813,0.079,0.002,0.003,0.376,99.431,0.182,0.002,0.002,Black,89.924,Male,None,11.609992,4.180837,1.6915432,0.557,0.001,99.419,0.024,17.944,7.581,2.807,1.426,90.716,muslim,3412
27924,2,836.5,1157,Lenovo,2,1,1673,31,42.393,95.929,0.006,0.016,0.834,99.109,0.027,0.004,0.004,White,0.006,Male,None,5.828505,-8.00973,0.08009934,0.001,0,99.997,0.002,8.647,7.631,0.404,4.249,91.144,celtic_english,3411
43067,1,638,1461,Microsoft,1,1,638,58,46.406,89.229,7.964,0.007,0.006,89.234,2.776,0.006,0.006,White,0.006,Male,None,5.9663215,10.752284,13.690883,98.996,0.004,0.115,0.885,0.731,1.158,26.324,2.831,37.062,south_asian,3409
30682,2,945,1337,Adaptive,1,1,945,57,46.867,0.354,0.004,0.011,0.096,1.166,98.713,0.004,0.006,White,94.38,Female,Normal,0.37983194,1.2794725,-1.105682,99.997,0,0.001,0.002,59.765,19.702,1.277,89.351,4.03,celtic_english,3405
11816,1,3986,1795,Microsoft,1,1,3986,53,49.544,0.755,0.001,0.03,0,99.966,0,0.001,0.002,White,91.908,Male,Normal,-5.274472,-6.0014844,-2.9529417,0.004,0,99.995,0.001,29.024,0.732,4.788,18.124,82.322,celtic_english,3402
58122,1,334,1644,Surveycraft Pty Ltd,1,1,334,52,51.914,0.352,0,0,0,99.999,0,0,0.001,White,92.74,Male,None,5.1869574,0.2738973,-2.0495927,0.632,0,99.364,0.005,0.24,7.862,17.619,1.298,97.957,celtic_english,3398
59985,3,486,3591,Massachusetts Institute of Technology,1,1,486,59,54.561,2.904,0.047,0,0.001,99.944,0.007,0,0,Asian,91.511,Male,None,-2.299359,-0.6589433,-3.6701295,3.62,0,96.262,0.118,0.945,2.353,14.218,3.388,79.868,east_asian,3397
15079,3,701,1067,Microsoft,1,1,701,58,62.233,0.354,0,0,0,99.998,0,0,0.001,White,73.105,Male,None,3.3379726,-2.9646008,12.074747,0.048,0,99.952,0,1.906,1.424,26.359,3.218,99.008,celtic_english,3392
45640,1,334,1735,CSC,1,1,334,68,64.954,0.484,29.674,0.114,0.093,68.153,0.34,0.953,0.674,White,85.27,Male,None,-4.8415256,4.184154,-7.9700933,0.01,0,99.989,0.001,3.095,5.038,19.167,1.587,60.567,celtic_english,3391
55025,1,548,2557,Avanade,2,1,1096,44,78.954,0.367,0,0,0,99.992,0.006,0,0.002,White,91.907,Male,None,7.18897,3.81114,2.1852677,0,0,100,0,1.448,3.175,3.14,6.066,76.915,european,3390
23306,1,1188,730,Wipro Limited,1,1,1188,42,56.815,1.026,0.001,0.001,0.001,0.598,99.399,0.001,0.001,White,92.91,Male,Normal,-0.37697437,-0.7647916,3.199163,100,0,0,0,3.828,2.745,17.465,2.249,8.65,south_asian,3383
27181,4,365,3620,Microsoft,1,1,365,43,64.271,0.486,0.007,0.007,0.249,34.759,64.962,0.01,0.007,Asian,93.177,Male,Normal,-4.256782,7.7881656,-1.7495836,100,0,0,0,3.174,1.377,43.605,13.948,1.726,south_asian,3374
56108,1,303,1371,Benetton & Columan Co,1,1,303,40,54.443,0.14,0.018,0.018,0.024,44.933,54.44,0.168,0.399,Asian,91.44,Male,Dark,0.856171,-7.610548,-4.9965997,68.622,0,31.377,0,17.057,1.876,1.385,63.76,47.03,south_asian,3373
10570,1,700,700,Adamation,1,1,700,46,45.038,2.071,0,0,0.006,99.994,0,0,0,White,89.517,Female,None,5.002594,-3.3632326,4.9412274,0,0,100,0,42.098,39.24,1.378,53.047,92.442,european,3364
34399,2,153,1614,Microsoft,1,1,153,31,69.443,2.23,0.239,0.006,0.006,74.25,25.488,0.006,0.006,Asian,91.429,Female,Normal,-1.4632621,-2.1042998,4.21185,99.999,0,0.001,0,4.581,4.805,15.987,12.009,10.791,european,3359
38808,1,1065,700,The Accessory Corp,1,1,1065,41,50.503,8.278,0.574,17.216,0.036,80.058,0.066,0.036,2.015,Black,71.018,Male,Normal,-0.60985476,-6.4998913,11.519048,0,0,100,0,7.178,2.634,6.602,35.422,80.959,celtic_english,3353
16893,1,700,1065,FCB Ulka,1,1,700,29,55.937,0.042,0,3.767,0.002,96.228,0,0,0.002,White,84.38,Male,None,-0.08595025,5.8430314,-9.326427,0.27,0,99.118,0.612,1.978,4.368,1.94,15.277,52.137,south_asian,3350
11055,1,61,1127,S.C. Johnson Wax Brazil,1,1,61,39,39.821,0.187,0,0,0,99.999,0,0.001,0,White,92.583,Male,Normal,2.5771523,-2.3821864,3.307763,0,0,100,0,0.365,4.501,1.519,28.649,95.301,hispanic,3345
58814,1,1095,761,Icon Recruitment,1,1,1095,49,50.274,0.018,0.001,0.001,0.045,99.633,0.001,0.128,0.192,White,21.545,Male,None,-0.4246781,-7.2537155,19.781181,0,0,100,0,11.115,98.477,4.633,26.169,90.206,celtic_english,3340
39005,1,945,578,Oman Air,1,1,945,50,58.777,0.042,0.002,0.062,0.002,0.002,99.878,0.007,0.048,White,91.155,Male,None,3.3768373,5.291393,4.6557484,100,0,0,0,97.498,25.501,0.994,66.474,0.962,muslim,3338
10385,1,181,1704,Corporate Information Solutions,1,1,181,45,37.564,2.414,0.062,0.053,0.002,99.745,0.134,0.002,0.002,White,91.602,Male,None,-0.6884378,-9.156068,4.1588655,98.616,0.012,0.002,1.371,20.99,10.654,0.271,91.264,50.088,european,3337
15251,1,1907,2526,Microsoft,3,1,5721,53,51.87,10.733,0.002,0.019,0.024,0.826,99.112,0.002,0.013,White,76.064,Male,None,-0.21007441,5.8696117,-9.753856,98.829,0,1.171,0,2.382,2.661,74.391,8.84,13.632,nordic,3327
46249,1,882,212,New Era Solutions,1,1,882,35,65.841,1.049,0.006,0.825,0.006,98.987,0.074,0.082,0.019,Black,86.704,Male,Normal,2.103736,5.748375,-7.7424793,1.604,0,98.396,0,3.149,38.67,2.02,40.385,87.259,south_asian,3320
7623,1,334,3987,PA Consulting Group,1,1,334,47,49.826,0.363,0,0,0,99.988,0.001,0,0.011,White,93.111,Female,None,3.3951144,2.3869224,-2.2481089,0.192,0,99.807,0.001,38.055,7.229,0.579,9.189,50.313,celtic_english,3319
54906,1,700,731,Smart Operational Agriculture Toolkit (SOAK),1,1,700,28,63.037,7.116,0.002,0,0,0,99.996,0,0.001,White,59.361,Male,None,5.9024415,-3.1503794,-13.222031,100,0,0,0,3.596,4.703,16.465,3.232,0.666,celtic_english,3318
1045,4,731,1642,Huddle,1,1,731,47,55.528,0.291,0,0,0,99.996,0.001,0.003,0,White,83.173,Male,None,10.662161,16.0105,-6.9813986,0,0,100,0,3.267,3.307,0.441,7.963,84.449,celtic_english,3314
43282,1,731,214,Sementes Sakama,1,1,731,30,58.249,1.392,0.014,0.269,0.014,1.592,97.858,0.146,0.107,Asian,91.605,Male,None,7.2356243,-5.1590986,2.1385074,100,0,0,0,9.679,2.265,1.74,6.201,9.991,hispanic,3310
12678,1,395,973,PwC,1,1,395,56,61.933,0.048,0.028,0.001,0.001,76.902,23.049,0.001,0.019,White,92.301,Male,Normal,6.1987367,-2.0148003,2.3003907,19.298,0,0.298,80.404,3.73,15.874,4.303,30.55,47.446,celtic_english,3309
56655,2,1014.6667,211,British American Tobacco,3,1,3044,45,76.548,0.588,0,0,0,11.08,88.919,0,0,White,90.693,Male,None,11.260329,4.429055,-0.81567484,100,0,0,0,2.78,8.877,22.389,2.245,59.963,muslim,3296
31450,1,334,792,Dell EMC,1,1,334,31,40.091,1.077,0.033,0.006,0.001,99.831,0.001,0.127,0.001,Black,86.004,Female,None,3.8649693,1.7083596,-7.715828,20.419,0,79.456,0.125,95.189,99.567,3.404,99.969,73.713,south_asian,3291
58223,1,2496,2160,Bull,1,1,2496,38,49.459,0.08,0,0,0.001,99.975,0,0,0.023,White,83.197,Female,None,0.8872245,12.27553,9.659953,0,0,100,0,13.703,57.568,5.108,15.405,97.379,celtic_english,3290
4396,1,1430,1796,IBM,1,1,1430,43,47.952,0.778,0.001,0.003,0.001,99.68,0.044,0.261,0.008,Asian,83.584,Male,None,4.844451,3.489073,-8.638525,0.007,0,99.993,0,1.864,2.936,21.003,8.482,97.097,east_asian,3289
26702,1,2160,2160,Dell,1,1,2160,25,56.981,99.997,4.388,43.722,45.582,1.155,0.415,0.994,3.745,Asian,0.006,Male,Normal,4.9759893,-9.633895,3.9639719,0.017,0,99.983,0,17.145,3.093,0.981,28.277,67.026,east_asian,3284
19633,1,700,1218,Callserve Communications,1,1,700,52,55.606,0.323,0,0,0,100,0,0,0,White,84.748,Male,None,8.261209,0.95798373,7.216523,0,0,100,0,3.852,1.888,1.312,31.322,97.884,celtic_english,3280
7362,1,1127,761,Bad Boy Entertainment,1,1,1127,64,45.36,72.244,0,0,0,100,0,0,0,White,0.006,Male,None,-5.5125527,-1.3678786,8.990245,0.108,0,99.892,0,0.216,36.031,5.391,2.053,91.567,european,3279
34924,1,1067,337,Foster Informática,1,1,1067,51,58.5,0.803,0.009,6.903,0.086,92.942,0.009,0.012,0.04,White,89.696,Male,None,-3.6309822,-8.988579,-5.59367,2.383,0.092,0.775,96.75,23.793,5.248,3.933,8.859,77.704,hispanic,3278
37857,1,882,1736,AMC - Academic Medical Center,1,1,882,54,62.152,0.775,0,0.006,0,99.994,0,0,0,White,91.719,Female,None,1.8719729,-14.075635,-4.288161,0.008,0,99.992,0,1.214,2.072,77.835,12.068,99.026,european,3272
17035,1,215,516,"IT Directorate, Bina Nusantara",1,1,215,19,74.645,0.424,0.005,0,0,99.518,0.056,0,0.42,Asian,90.175,Female,None,11.904873,-15.215127,-0.9712614,0.001,0,99.999,0,1.746,3.875,90.447,1.068,63.063,hispanic,3269
3925,1,396,2161,Ulster Bank,1,1,396,44,52.117,1.212,0,0,0,99.988,0,0.011,0,White,21.075,Female,None,2.6410248,-7.7201796,19.646107,0.35,0,99.538,0.112,74.651,4.527,1.955,52.332,95.648,celtic_english,3267
48398,1,183,31,Forethought Research,1,1,183,46,37.148,2.234,0.338,0.091,0.129,46.21,52.047,1.113,0.071,White,91.662,Male,None,0.023777595,1.3338045,4.302582,99.8,0,0,0.2,3.604,13.887,0.467,39.231,26.894,celtic_english,3266
18892,1,883,366,ICICI Bank,1,1,883,42,64.03,0.301,0.064,0.68,81.677,0.462,15.713,1.371,0.034,White,85.608,Male,None,-8.483053,-0.28431877,-6.7004366,100,0,0,0,2.108,2.903,0.98,74.619,5.318,european,3262
53022,1,1004,2526,Personal Health Connections,1,1,1004,66,63.35,0.137,0,0,0,100,0,0,0,Asian,76.848,Male,None,14.055055,-3.3218973,-7.779511,0.017,0,99.983,0,0.482,2.323,51.182,0.53,95.443,celtic_english,3260
62093,1,577,1065,Read Educational Trust,1,1,577,37,61.622,0.408,0,0,0,99.876,0,0.002,0.12,White,75.926,Male,None,4.977812,-25.239262,11.12049,0,0,100,0,88.379,17.575,0.91,95.213,96.114,hispanic,3256
11967,1,699,1064,Sisoft Consulting Services,1,1,699,41,52.12,2.289,0.025,0,0,1.237,98.736,0,0,White,90.009,Male,None,-1.5555935,-5.53691,5.4380994,100,0,0,0,49.661,21.054,0.482,86.093,10.211,hispanic,3251
37315,1,1050.5,1035,Microsoft,2,1,2101,41,42.764,0.73,0,16.266,0,83.728,0,0.003,0.002,Black,82.471,Male,Normal,-1.1945052,2.8462293,9.750925,0,0,100,0,18.799,37.141,0.205,22.646,73.597,south_asian,3250
51771,1,153,639,Global Telesystems,1,1,153,42,50.912,84.526,0.018,0.034,0.018,7.558,90.284,2.067,0.021,White,0.006,Male,None,4.688794,7.133612,-5.8825183,99.742,0,0.258,0,14.84,5.871,3.613,5.296,37.652,south_asian,3246
38120,1,731,334,Accenture,1,1,731,39,67.099,89.564,0.024,1.299,0.027,42.979,55.564,0.026,0.081,White,0.006,Male,None,7.86144,-2.3676262,7.1066976,36.727,0.046,0.537,62.689,6.289,8.359,17.697,8.698,82.431,european,3233
1991,1,62,1065,Saudi Aramco,1,1,62,44,69.504,0.04,0.018,0.114,0.137,3.917,0.018,0.018,95.778,Asian,44.852,Male,None,-0.29893944,-3.3196862,16.811558,52.942,0.043,47.012,0.003,7.691,3.906,15.578,11.288,65.544,muslim,3230
2520,1,700,212,Cielo Talent,1,1,700,38,66.578,17.105,0.007,0.526,0.007,99.409,0.009,0.007,0.034,White,82.051,Male,None,8.470473,0.74956065,2.5511131,99.937,0,0.035,0.027,1.139,4.76,33.788,6.672,95.188,european,3223
