,avg_n_pos_per_prev_tenure,avg_pos_len,avg_prev_tenure_len,c_name,n_pos,n_prev_tenures,tenure_len,age,beauty,blur,emo_anger,emo_disgust,emo_fear,emo_happiness,emo_neutral,emo_sadness,emo_surprise,ethnicity,face_quality,gender,glass,head_pitch,head_roll,head_yaw,mouth_close,mouth_mask,mouth_open,mouth_other,skin_acne,skin_dark_circle,skin_health,skin_stain,smile,nationality,n_followers
39928,1,61,121,"Innovative Research Services (India) Pvt. Ltd., Mumbai",1,1,61,48,51.496,99.904,0.005,0.014,0.005,97.479,2.483,0.005,0.007,White,0.006,Female,None,0.4289017,3.7981188,11.045463,2.084,0.006,97.906,0.003,0.977,1.948,70.877,15.792,91.936,south_asian,909
7841,1,1795,851,NEDBANK LTD,1,1,1795,63,49.423,0.372,0.002,0.097,0,99.9,0,0,0,White,90.668,Male,None,2.4425387,-16.858227,-5.2477155,0,0,99.999,0.001,0.464,7.655,4.755,7.745,84.939,celtic_english,908
766,1,1795,183,South Sydney Referees Association,1,1,1795,36,75.468,1.098,0,0.004,0,99.994,0,0,0.001,White,91.103,Male,None,3.1230385,7.0834365,-4.4516225,0,0,100,0,8.43,2.083,9.544,20.186,96.997,european,907
5489,1,821,577,H.B Diseño C.A,1,1,821,33,54.359,0.775,0,0,0,100,0,0,0,White,65.792,Male,None,5.0471067,-8.179983,13.197595,0.001,0,99.998,0.001,0.415,13.861,45.931,2.173,97.292,hispanic,906
6722,1,671,397,IKON Technology Services,1,1,671,41,61.527,45.858,0,0,0,0.001,99.999,0,0,White,15.547,Male,None,2.2327511,-4.74758,4.2768598,100,0,0,0,0.664,14.725,1.33,12.931,1.443,celtic_english,905
4824,1,1512,1917,Microsoft,3,1,4536,46,36.139,17.621,0.008,2.54,0.433,96.974,0.018,0.008,0.018,White,74.335,Female,Normal,-0.5131419,3.6255915,-8.272652,0.717,0,94.343,4.94,67.787,36.996,3.381,72.823,91.581,celtic_english,904
22858,2,2251,2130,Brás & Figueiredo,1,1,2251,48,64.069,98.847,0,0,0,96.004,3.996,0,0,White,0.006,Male,None,-0.15418981,9.899594,-0.15780042,99.993,0,0.006,0.001,4.513,6.769,85.324,3.191,48.831,hispanic,903
1881,1,395,1430,Image Quest,1,1,395,48,76.217,1.414,0,0,0.004,99.991,0,0.005,0,White,0.006,Male,None,5.628631,0.7348122,-30.313791,0.256,0,99.744,0,7.395,23.313,3.705,53.37,95.52,hispanic,902
8421,1,30,731,General Electric (GE),1,1,30,26,66.309,4.469,0.036,0.036,0.036,66.314,29.522,4.021,0.037,White,3.234,Male,None,-1.3167093,-13.280306,23.78604,1.19,0,98.803,0.007,49.409,3.432,2.067,11.066,31.417,south_asian,901
8873,1,1065,1978,Gama System d.o.o. (www.gama-system.si),1,1,1065,42,53.288,0.352,0.001,0.053,0.001,99.434,0.444,0.065,0.001,White,85.804,Male,None,2.2007372,-7.0791225,8.32076,99.982,0,0,0.018,31.664,3.155,0.526,4.428,51.077,european,900
15626,1,30,426,CNBC-TV18,1,1,30,35,31.247,3.53,0.01,0.033,0.01,94.282,5.526,0.016,0.121,Black,16.319,Female,None,-7.310021,2.5608385,19.901623,99.96,0,0.04,0,1.153,2.64,17.073,9.786,32.691,south_asian,899
2773,1,997,731,Toshiba Business Display Solutions,4,1,3988,52,48.551,0.423,0,0,0,100,0,0,0,White,94.119,Male,None,3.4565067,1.16025,0.43215802,0.165,0,99.746,0.088,28.283,26.394,0.547,63.288,98.718,celtic_english,898
599,1,123,243,Boxwave,1,1,123,41,54.899,0.373,3.006,94.691,0.016,2.22,0.006,0.054,0.006,Asian,91.77,Male,Normal,-0.57132566,-1.2486832,-4.66893,0,0,100,0,44.343,1.971,3.209,31.631,78.407,european,897
2104,1,730,2192,Bruno Appliance Corporation,1,1,730,58,41.364,0.286,0.001,0,0,99.991,0,0,0.008,White,81.078,Male,Normal,-2.5755157,3.8749838,-10.092167,0,0,100,0,3.994,1.618,3.885,32.939,77.086,celtic_english,896
27178,1,61,61,Microsoft,1,1,61,44,44.775,89.637,0.005,0.942,0.005,98.63,0.404,0.009,0.005,White,0.006,Male,None,6.4036207,-5.6827083,0.9141167,0,0,100,0,3.663,4.513,6.085,2.447,88.759,south_asian,895
3526,1,882,1065,PortalBlocks,1,1,882,38,69.668,0.633,0,0,0,99.999,0,0,0.001,White,88.785,Male,None,6.0658817,-3.2516701,5.5554295,0,0,100,0,2.482,6.829,3.06,1.59,97.969,hispanic,894
306,1,1020,639,Microsoft,2,1,2040,46,53.574,0.493,0,0,0,100,0,0,0,Asian,92.274,Male,None,4.52541,1.7043855,2.9041922,0,0,100,0,1.741,3.838,72.783,12.171,99.356,european,893
12626,1,334,884,Freelancer,1,1,334,47,74.356,0.296,0.031,0.069,0.001,99.894,0.001,0.001,0.004,White,77.579,Female,None,5.1268606,8.602247,10.671129,0,0,100,0,3.362,1.854,8.376,11.993,94.848,muslim,892
380,4,274,4169,Wunderman-Bienalto,1,1,274,37,57.941,76.069,0,0.011,0,99.988,0,0,0,White,0.006,Male,None,0.30262518,-15.7368765,11.865927,0,0,100,0,4.656,10.737,5.646,6.895,95.232,european,891
12190,2,1096,2707,Powermark Plc,1,1,1096,45,47.502,0.327,0.099,0.002,0.003,6.06,93.829,0.005,0.002,White,91.662,Male,Normal,-9.112455,-0.31502074,-1.3333237,100,0,0,0,5.28,5.37,1.871,0.713,5.628,celtic_english,890
1955,1,273,92,iStreamPlanet,1,1,273,44,55.732,0.436,0.103,0.013,1.483,98.282,0.003,0.003,0.115,Asian,92.264,Female,None,6.220201,-2.2675884,2.1888852,0,0,100,0,9.183,2.049,12.951,7.531,94.985,south_asian,889
3461,1,396,547,Microsoft,1,1,396,24,67.402,0.923,0,0.01,0,99.987,0,0.002,0.001,Black,87.013,Male,None,7.106885,-3.419366,6.2636423,0.001,0,99.999,0,0.902,3.2,4.077,4.275,95.559,south_asian,888
632,1,1369,1065,Microsoft,2,1,2738,50,53.628,0.383,0.032,0.055,0.035,99.831,0.03,0.006,0.012,White,92.708,Male,None,-5.389566,-8.9579735,1.9899739,0,0,100,0,4.517,0.679,5.624,1.908,15.07,celtic_english,887
619,1,2160,61,Wickedland.com & Instrife.com,1,1,2160,28,57.855,0.236,0,0.006,0,99.99,0,0,0.004,Asian,84.422,Male,Normal,0.25372872,8.326011,9.248787,3.316,0,96.262,0.423,53.107,32.302,1.408,68.379,62.174,east_asian,886
3044,1,1004,182,National Taiwan University,1,1,1004,35,63.145,99.655,0.001,0.001,0.001,0.052,99.346,0.025,0.574,Asian,0.006,Male,Normal,2.601147,-2.2832544,1.8169421,99.999,0,0.001,0,17.001,48.178,0.453,34.226,4.389,east_asian,885
10064,1,335,120,Microsoft,1,1,335,39,71.17,1.019,0.038,0.395,0.007,99.46,0.007,0.007,0.088,Asian,0.006,Female,None,-5.7601776,-14.562328,39.432205,0,0,100,0,11.544,2.566,9.89,31.424,61.14,south_asian,884
7116,1,549,1124,Pacific Magazines,1,1,549,42,66.323,0.157,0.005,1.083,0,98.911,0,0,0,White,77.403,Female,None,6.907826,-6.641032,-10.349665,0,0,100,0,0.61,7.835,94.832,1.3,98.373,celtic_english,883
4881,1,913,1644,Tally Systems Corp,1,1,913,74,42.151,0.033,36.155,5.186,0.305,37.972,19.29,0.305,0.789,White,68.716,Male,Normal,-1.2818472,-10.444215,13.265212,0.845,4.367,94.7,0.089,0.193,23.401,5.783,21.636,90.958,celtic_english,882
15833,1,730,1584,Australian Senate Office of Senator The hon Bill Heffernan,1,1,730,52,43.428,0.361,0.245,0.006,0.005,99.661,0.003,0.077,0.003,White,84.965,Female,None,-0.13100302,1.697867,-9.01826,0,0,100,0,17.114,2.485,24.277,92.526,65.702,european,881
6385,1,928.5,153,The New School,2,1,1857,39,52.579,0.524,0,0,0.002,99.998,0,0,0,Asian,92.171,Female,None,6.234084,-10.384293,-2.2714758,0.042,0,99.958,0.001,6.498,2.394,31.418,12.237,99.703,east_asian,880
762,1,441,1430,Centrelink,2,1,882,51,43.035,2.214,0.101,0.005,0.005,99.829,0.011,0.044,0.005,White,92.91,Female,None,3.7270126,3.4774191,-1.6559169,0.122,0,99.878,0.001,0.107,3.84,8.923,1.251,98.047,celtic_english,879
1539,3,641,1954,Hewlett Packard Enterprise,1,1,641,41,41.162,70.532,0.004,0.001,0.001,99.461,0.439,0.093,0.001,White,0.006,Male,None,-8.113968,-0.91964966,10.495205,100,0,0,0,8.162,2.414,1.394,18.908,47.142,south_asian,878
2508,1,1308,1795,Technology Management Concepts,1,1,1308,36,56.782,1.065,0,0,0,99.999,0,0,0.001,Asian,89.718,Male,Dark,6.8804045,-0.37369588,-4.383133,0.001,0.008,0.109,99.881,66.572,33.81,0.339,16.558,86.823,south_asian,877
6359,1,699,276,Skiltek IT Private Limited,1,1,699,54,36.619,0.423,0.013,0.33,0.479,1.516,96.025,1.623,0.013,White,62.749,Male,None,-1.9502503,18.672384,-14.163851,97.863,0,0.293,1.844,36.034,4.884,16.455,46.305,52.002,south_asian,876
952,1,852,1277,724 Solutions Software Inc.,1,1,852,45,62.458,14.52,0.006,0.006,0.054,98.365,0.006,0.006,1.556,White,84.056,Male,None,7.130418,-7.322883,3.2626097,0.013,0,99.987,0,0.677,3.809,14.195,0.682,60.911,celtic_english,875
1241,1,1567,334,Microsoft,2,1,3134,36,50.121,1.301,0.069,0.19,0.365,78.764,0.037,20.538,0.037,White,88.879,Male,None,12.409903,1.1659081,1.627692,99.999,0,0,0.001,81.816,47.325,2.114,84.014,61.786,celtic_english,874
6041,3,638,2891,Quora,1,1,638,44,64.023,0.594,0,0.002,0,99.997,0,0,0,White,86.784,Female,None,6.4228287,-0.97033376,6.716312,0.001,0,99.999,0,1.232,4.437,53.027,6.666,98.593,south_asian,873
220,1,912,730,Janssen Inc.,1,1,912,40,68.956,1.079,0,0,0.023,99.976,0,0,0.001,White,48.812,Female,None,6.8115697,31.729143,-15.510379,0,0,100,0,4.07,19.341,6.82,7.319,97.473,east_asian,872
7718,1,1613,1430,IBM,2,1,3226,45,42.44,0.369,0.01,0.08,0.01,99.441,0.315,0.012,0.131,Asian,93.323,Male,None,-1.9639047,3.1990569,2.425488,36.267,0,63.733,0,8.462,7.26,0.673,22.607,72.305,east_asian,871
7196,1,396,1095,Intel Corporation,1,1,396,41,66.536,0.218,0.002,0.07,0.085,99.83,0.002,0.008,0.002,Asian,91.698,Male,None,3.7825258,-7.8988523,3.9316049,0.391,0,99.577,0.033,0.357,4.892,18.935,1.257,55.3,celtic_english,870
9184,1,701,2526,OTVentures,1,1,701,42,57.439,0.742,0.003,0.006,6.81,93.097,0.003,0.078,0.003,White,92.548,Female,None,8.41861,-2.6952174,-0.26853487,0,0,99.998,0.002,1.597,4.259,68.901,2.2,79.98,muslim,869
1225,1,1186,790,Convergys,1,1,1186,63,45.843,0.581,0.451,25.329,0.012,73.22,0.11,0.012,0.866,White,63.63,Male,None,12.956859,5.5153203,11.666013,0.42,0,98.218,1.361,65.237,5.032,1.939,76.473,78.081,south_asian,868
1521,1,366,273,HUMA Innovative Consultancy,1,1,366,36,60.753,4.984,0,0,0,99.998,0,0.002,0,Asian,64.743,Female,None,0.52577853,-10.323163,13.335397,0,0,100,0,2.538,1.524,70.83,6.048,99.454,east_asian,867
30237,1,485,700,IBM,1,1,485,21,55.415,71.659,0,0,0,99.993,0.001,0.005,0,White,0.006,Male,Normal,2.8364837,-11.326638,5.6158853,0.168,0,99.832,0,1.904,1.22,1.869,7.611,83.277,south_asian,866
11948,1,1323.5,519,Bally Technologies,2,1,2647,42,56.226,8.896,0.003,0.001,0.012,0.01,99.939,0.002,0.033,White,84.598,Male,None,5.6213307,4.1734486,5.79173,1.19,0,98.81,0,2.005,9.302,62.113,6.038,0.822,celtic_english,865
30526,1,2649,2588,Microsoft,1,1,2649,40,54.697,97.994,1.378,2.788,0.055,95.612,0.097,0.02,0.05,White,0.006,Female,None,20.474085,16.519142,17.629742,77.455,1.542,15.211,5.792,14.848,14.772,5.087,8.285,22.446,celtic_english,864
13904,1,1431,153,Microsoft,1,1,1431,48,71.294,0.888,0,0,0.003,99.997,0,0,0,White,75.899,Female,None,8.7084875,2.767809,-10.154612,0,0,99.998,0.002,79.43,1.708,1.168,36.534,96.713,celtic_english,863
1618,1,546,153,BBC Promotions,1,1,546,61,47.603,0.018,0,0,0,99.996,0.004,0,0,White,92.609,Male,None,4.315576,3.4126275,-2.7287896,1.651,0.001,0,98.348,1.195,3.331,7.924,0.311,64.726,celtic_english,862
18663,1,700,123,SteriPro Canada,1,1,700,31,72.744,0.606,0.026,5.23,17.866,74.773,0.626,1.452,0.026,White,92.709,Male,None,7.169289,-5.977609,0.92485374,98.952,0,0.102,0.945,14.198,11.631,3.555,1.533,77.955,celtic_english,861
10308,1,3256,1796,Hewlett Packard Enterprise,1,1,3256,53,53.478,0.652,0,0,0.001,0.631,99.367,0,0,White,50.615,Male,None,-5.381481,-6.2987704,15.509994,100,0,0,0,3.48,5.005,4.996,6.741,24.477,european,860
6106,1,762,3653,Absa,1,1,762,37,61.108,0.896,0,0,0,99.999,0,0,0,White,88.427,Female,None,7.7911696,-5.840452,5.0692015,0,0,100,0,0.648,3.831,80.555,3.558,97.303,celtic_english,859
11100,1,1003,2133,Bell,1,1,1003,42,73.953,0.36,0.001,0.001,0.017,97.446,2.52,0.016,0.001,Asian,94.026,Male,None,2.3854666,0.99334043,-1.1021799,99.988,0,0.009,0.003,2.385,14.104,31.041,7.988,63.819,east_asian,858
6339,1,579,1065,"VISION INTERPRIMA PICTURES, PT",1,1,579,27,43.491,0.676,0.007,0.129,0.001,99.854,0.001,0.008,0.001,Asian,93.549,Female,None,4.7203197,-0.9190111,0.8147758,0,0,100,0,6.134,2.519,47.208,9.166,84.724,hispanic,857
5264,1,563,426,NSC Group,2,1,1126,37,77.916,0.37,0.001,0.002,0.001,0.001,99.981,0.012,0.001,White,71.794,Male,None,3.833516,-8.407275,12.280729,100,0,0,0,19.497,0.604,4.347,45.83,2.694,celtic_english,856
2151,1,1673,1188,Israel Electric Company,1,1,1673,56,61.463,0.239,2.105,0.016,0.02,13.715,0.016,84.112,0.016,Black,26.41,Male,None,8.937107,19.373083,-18.349768,0.006,0,89.172,10.822,2.191,2.42,74.458,1.802,29.702,jewish,855
5762,1,1278,580,Sprint,3,1,3834,29,49.469,0.186,0.001,0.008,0.001,99.96,0.029,0.001,0.001,White,93.394,Male,None,5.54069,-0.9611809,-0.8937242,100,0,0,0,0.41,96.424,9.695,0.907,71.065,celtic_english,854
5359,1,1796,700,Peterson Consulting,1,1,1796,50,55.302,0.404,0.09,0.09,0.434,94.608,0.875,0.09,3.812,White,91.868,Male,Normal,3.2543936,1.1853139,3.8556468,33.989,0,31.739,34.272,7.5,45.161,0.095,36.322,78.612,european,853
4854,1,914,2129,"University of California, Berkeley",1,1,914,51,50.002,0.393,0,0,0,100,0,0,0,White,92.549,Male,None,2.3230693,-3.3040588,3.355432,0.002,0,99.998,0,17.48,2.777,0.2,56.753,90.499,european,852
1696,1,3256,3256,Hewlett Packard Enterprise,1,1,3256,72,34.857,0.156,0,0,0,99.999,0,0,0,White,92.952,Male,Normal,1.9555762,0.22603038,-3.031768,0.001,0,98.058,1.941,0.42,0.442,7.338,18.302,82.81,celtic_english,851
6494,1,456,1430,Spacelabs Medical Inc,1,1,456,43,66.758,1.356,0.013,0.013,0.013,83.294,15.817,0.837,0.013,White,91.273,Male,None,7.203094,1.0083997,-2.5765257,99.14,0,0.001,0.859,0.955,5.08,37.519,8.146,72.925,east_asian,850
9132,1,1323,700,Deloitte,2,1,2646,37,44.159,0.379,0,0.002,0,99.994,0.001,0,0.002,White,67.545,Male,Normal,1.4059381,-9.1259985,13.417037,0.005,0,99.995,0,5.067,0.969,1.294,26.84,63.541,south_asian,849
4496,1,1430,730,Microsoft Game Studios,1,1,1430,48,24.863,18.135,0.006,0.02,0.633,0.022,99.068,0.006,0.244,Asian,76.234,Male,Normal,-11.822958,4.728165,3.257547,98.507,0,0.521,0.971,7.265,12.121,4.421,7.767,2.321,hispanic,848
2288,1,242.6667,1125,Aristocrat,3,1,728,35,69.616,0.362,0.013,0.019,0.005,0.219,99.679,0.011,0.055,White,90.009,Female,None,12.609085,-0.5515056,0.50184554,99.997,0,0,0.003,1.194,4.418,86.995,8.035,5.335,celtic_english,847
2751,1,750.6667,366,S&P Global Market Intelligence,3,1,2252,26,64.033,0.204,0.001,0.094,0.001,99.885,0.003,0.001,0.016,Black,93.837,Male,None,2.285347,10.10348,1.5529058,0.001,0,99.999,0,16.522,2.475,1.416,24.118,90.73,south_asian,846
3907,1,944,366,EXECUTRAIN,1,1,944,40,76.416,1.708,0.005,0.005,0.006,3.623,95.935,0.005,0.422,White,77.501,Male,Dark,4.019964,2.727982,-10.651147,99.889,0.07,0.041,0,6.48,2.42,4.724,19.129,34.648,celtic_english,845
2683,1,822,182,OFX,2,1,1644,46,52.734,0.136,0.002,0.585,0.002,99.314,0.002,0.02,0.074,White,83.447,Female,None,6.7283106,-3.9903982,8.342063,0,0,100,0,5.313,3.964,6.633,11.488,99.516,european,844
3338,1,61,92,"PARC, a Xerox Company",2,1,122,51,64.345,0.419,0.001,0.285,0.001,99.669,0.034,0.001,0.008,White,93.357,Male,None,-0.9488985,-2.490243,2.6561794,0,0,100,0,1.135,2.168,14.703,9.661,96.757,celtic_english,843
15968,1,365,730,"Merchants Bank of California, NA",1,1,365,45,51.738,0.333,0.001,0.008,0.002,99.936,0.001,0.051,0.001,White,91.514,Female,Normal,6.5294147,7.686413,3.0116541,0,0,100,0,2.604,2.317,23.466,12.076,74.794,hispanic,842
1341,2,670,2859,Medsn,1,1,670,73,33.735,0.076,4.865,0.024,0.087,92.714,2.263,0.023,0.023,White,92.917,Male,Normal,-3.840255,-5.567955,2.4707518,99.826,0,0.104,0.069,0.691,29.35,0.364,13.131,59.655,muslim,841
6651,1,1065,3287,Orange,1,1,1065,41,76.278,0.25,0.054,0.126,0.013,78.776,20.926,0.091,0.013,White,33.108,Male,Normal,5.4096813,10.639439,17.842432,100,0,0,0,51.952,8.895,0.355,61.063,58.26,european,840
12571,1,700,699,Commonwealth Bank,1,1,700,33,57.079,0.966,0.003,0.055,0.003,99.276,0.656,0.003,0.005,Asian,89.85,Male,Normal,5.4651084,-0.50763524,4.8504333,99.996,0,0.004,0,23.361,98.555,3.255,45.32,66.486,east_asian,839
10501,1,821,699,Geometric Limited,1,1,821,52,80.707,0.587,0,0,0,100,0,0,0,White,93.768,Male,None,3.4506996,-7.301346,1.047652,0,0,100,0,99.52,38.97,0.672,97.36,92.387,south_asian,838
1573,6,284.6667,2157,Microsoft,3,1,854,36,86.35,0.584,0.023,0.035,0.006,96.458,3.467,0.006,0.006,White,91.422,Male,None,8.921326,-1.893363,1.6826239,68.176,0,1.473,30.351,7.082,4.178,3.404,25.285,90.329,hispanic,837
11724,1,91,122,Systemgroup Consulting Inc,1,1,91,31,55.691,37.862,1.305,0.504,0.158,2.649,65.193,29.635,0.555,White,44.727,Male,None,6.2392745,-5.8127165,3.8243375,97.908,0.198,0.063,1.831,2.845,8.182,58.037,3.968,80.766,south_asian,836
8934,1,700,212,K.I.T. eLearning,1,1,700,54,42.74,14.839,0.001,0.011,81.236,18.748,0.001,0.002,0.001,White,73.109,Male,None,4.0891366,8.879305,-8.866971,0,0,100,0,81.348,34.134,1.937,44.247,83.716,european,835
4572,1,699,1065,Hughes Avicom,1,1,699,43,48.506,0.445,0,0.01,0,82.968,17.013,0,0.009,Asian,93.236,Male,None,3.200268,-0.7829343,2.1012282,100,0,0,0,0.179,3.047,9.274,13.074,62.266,hispanic,834
7192,1,685,2283,Brunel,2,1,1370,44,45.35,1.317,0,0,0,100,0,0,0,White,90.398,Male,None,8.811235,-4.3962307,-2.6756856,0.004,0,99.996,0,3.691,5.255,14.218,6.628,98.82,european,833
8161,1,396,1369,FedEx,1,1,396,52,59.69,0.419,0.432,2.03,9.564,67.098,5.471,11.57,3.834,White,70.245,Male,None,12.814456,1.8467717,10.273705,0.535,0.003,99.461,0,30.203,18.509,0.964,16.072,80.155,south_asian,832
248,1,61,730,Concepts Systems,1,1,61,69,60.712,0.217,0.035,0.1,0.035,97.988,0.399,1.081,0.363,White,87.968,Male,Dark,-0.13761465,7.444373,-7.598535,0.091,95.401,4.305,0.203,80.601,33.184,1.015,15.654,29.827,south_asian,831
4927,1,730,823,Johoku High School,1,1,730,49,35.198,8.056,0.159,0.386,40.386,58.282,0.092,0.062,0.634,White,0.582,Male,None,-10.848296,11.355238,-25.893494,99.998,0,0,0.002,4.639,14.056,0.764,8.339,7.216,celtic_english,830
7286,1,832,1461,Microsoft,3,1,2496,45,49.22,97.232,2.185,23.552,10.948,9.193,50.33,3.447,0.344,White,0.006,Male,None,8.198987,-11.388174,-38.506,0.005,0,99.994,0,1.09,83.42,8.113,12.772,7.989,celtic_english,829
146,1,5508.6667,1704,Nokia,3,1,16526,69,57.034,0.031,0.235,0.001,0.135,99.567,0.001,0.06,0.001,White,64.596,Male,None,12.284187,1.4170103,11.801756,0.046,0.008,99.84,0.106,2.159,2.364,34.978,11.599,85.535,celtic_english,828
2320,1,641,578,Wipro e Peripherals,1,1,641,45,42.892,0.344,0,0,0,100,0,0,0,Black,90.674,Male,None,0.7851584,-8.314375,5.6243305,0,0,100,0,7.833,3.152,1.456,2.201,95.575,south_asian,827
5972,2,1446.5,394,Microsoft,2,1,2893,36,81.511,0.055,0,0,0,89.287,10.711,0,0,Black,77.922,Male,None,12.305446,-3.8717263,8.350951,0,0,100,0,62.408,6.426,5.03,79.83,64.289,south_asian,826
11543,1,1902,123,Microsoft,2,1,3804,28,49.573,17.581,0,0.011,0,99.985,0,0,0.003,White,79.617,Female,None,6.1369534,12.42129,-4.8220987,0,0.028,99.972,0,2.047,11.894,9.212,4.147,99.751,south_asian,825
8401,1,790,28,Maire Tecnimont,1,1,790,49,66.096,1.029,0.001,0.009,0.146,99.609,0.003,0.001,0.231,White,92.945,Female,None,6.863324,-0.7786001,0.5168464,0.085,0,99.915,0,5.067,3.234,84.562,10.883,76.2,european,824
4018,1,518,181,IBM,1,1,518,42,49.125,0.212,0.011,0.011,0.011,85.17,13.56,0.011,1.224,Black,87.769,Male,Normal,4.4956965,-7.8309636,6.8101277,0.071,0,99.929,0,56.939,3.944,0.46,74.593,76.822,south_asian,823
8665,1,275,518,Sebiz Infotech,1,1,275,40,62.837,0.361,0.004,0.004,0.004,99.752,0.206,0.007,0.024,White,54.427,Female,None,9.615241,-3.7096975,14.270292,100,0,0,0,93.573,9.725,2.84,35.307,71.191,south_asian,822
1190,3,365,974,The Otto Mobile,1,1,365,35,64.907,92.141,0.001,0,0.013,99.985,0,0,0.001,Black,0.006,Male,None,-6.0187054,16.319681,-15.075556,0,0,99.975,0.025,94.842,1.25,4.862,93.043,97.658,muslim,821
12999,1,365,151,Eugena Consulting,1,1,365,39,68.231,0.678,0,0.011,0,99.989,0,0,0,Asian,50.328,Female,None,10.000782,1.9536517,-14.767083,0,0,100,0,3.095,6.795,72.846,4.173,97.667,european,820
43688,1,92,61,Salesforce,1,1,92,25,63.263,0.358,0.066,0.039,0.002,99.856,0.002,0.032,0.003,White,91.914,Female,None,5.9227166,10.880149,2.8090289,0,0,100,0,7.957,2.186,70.107,4.57,93.077,european,819
11913,1,488,3225,BlueFire Corporation,1,1,488,49,36.485,94.924,0.009,0.009,0.009,93.265,2.557,0.009,4.142,Asian,0.006,Female,None,-1.7489759,-46.24796,9.26945,99.996,0,0,0.004,0.718,5.591,29.032,4.54,3.552,hispanic,818
1404,1,3805,1308,Verizon Enterprise Solutions,1,1,3805,68,40.374,0.49,0,0,0,99.998,0.002,0.001,0,White,93.819,Male,None,0.58746374,1.3586363,-2.010304,0.165,0,99.835,0,17.141,12.873,0.874,27.852,82.327,european,817
9837,1,395,92,PwC,1,1,395,48,55.215,0.165,0.001,0.001,0.001,68.296,31.685,0.001,0.015,White,88.4,Male,Normal,8.406429,-6.1158752,5.033241,98.871,0,1.12,0.009,24.097,1.609,0.687,7.435,14.364,celtic_english,816
8775,1,731,1402,"ScapeVelocity Inc,",1,1,731,38,65.079,0.219,0.011,0.011,0.011,84.563,15.383,0.011,0.011,Black,17.82,Male,None,13.227866,1.5099984,19.08992,100,0,0,0,2.694,3.515,17.997,1.708,15.632,south_asian,815
17505,1,213,641,MC Netcomm,1,1,213,54,47.31,14.834,0.003,0.002,0.002,99.974,0.012,0.006,0.001,Asian,0.006,Female,None,-10.910155,27.85056,-45.67459,0.906,0,99.094,0,7.139,5.146,1.774,15.156,71.733,jewish,814
4189,1,671,1520,Yahoo! Inc.,1,1,671,41,57.168,4.047,0.5,0.001,0.001,99.493,0.005,0.001,0.001,White,91.065,Male,None,3.991815,-0.8216153,3.1801925,0.008,0,99.992,0,0.303,3.028,38.244,1.182,77.832,celtic_english,813
2617,1,397,880,Mphasis,1,1,397,50,59.41,0.381,0.001,0.607,0.001,99.19,0.2,0.001,0.001,White,84.513,Male,Dark,0.40129834,-3.0835102,-9.162696,0.408,0,99.592,0,22.62,10.553,1.567,0.39,72.741,south_asian,812
19754,1,334,1827,Sage UK Limited,1,1,334,60,49.024,0.36,0.004,0.002,0.853,99.135,0,0.006,0,White,68.766,Male,Normal,12.483797,-8.022959,10.772417,0,0,99.999,0.001,8.167,3.536,1.85,47.442,93.767,celtic_english,811
2794,1,699,699,Amcor,1,1,699,52,33.802,0.404,0,0,0,100,0,0,0,White,76.224,Male,None,9.37323,-12.120072,9.951743,0,0,100,0,0.472,2.22,6.156,9.106,96.54,celtic_english,810
13413,1,2251,244,CommunitiesInABox,2,1,4502,42,47.234,99.98,0.575,26.565,0.96,1.771,47.58,0.877,21.672,White,0.006,Male,None,-0.22918102,-3.8057792,-4.358068,74.145,0.002,0.135,25.718,11.712,3.414,4.28,9.737,4.322,hispanic,809
2806,1,1430,1430,CMS UK,1,1,1430,55,43.432,1.572,2.867,0.003,0.004,0.013,97.094,0.015,0.003,White,78.958,Male,None,-1.6737993,-7.5770087,10.641315,100,0,0,0,33.222,40.532,2.052,10.375,2.165,celtic_english,808
1601,1,1857,1492,Geo Tv Network,1,1,1857,34,75.826,3.133,0,0.011,0,0.011,99.923,0,0.054,White,91.501,Male,Normal,-1.3434119,1.6965696,-3.8597422,89.467,0,0.073,10.46,96.37,30.721,2.242,81.164,27.67,muslim,807
34401,1,943,1064,Brait,1,1,943,53,63.415,0.375,0.297,0.003,0.052,99.643,0.001,0.001,0.001,White,85.572,Male,None,9.133174,-5.3928723,6.435107,0.001,0,99.992,0.008,4.479,4.865,2.04,43.88,89.292,celtic_english,806
9121,1,1126,2160,TransProcure,2,1,2252,39,50.944,0.21,0,0.009,0,99.97,0.02,0,0,Asian,47.69,Male,None,-0.24577495,6.7988095,-16.44206,99.931,0,0.069,0,14.682,2.369,9.019,31.321,91.222,hispanic,805
7832,1,516,1005,iQuest Group,1,1,516,30,56.909,0.818,42.853,0.019,0.019,56.473,0.019,0.598,0.019,White,93.907,Male,None,-0.6374257,-5.8757725,1.7098482,0.002,0,99.998,0,4.462,5.972,6.122,3.657,91.979,european,804
20024,1,823,212,Green Tomato Limited,1,1,823,19,76.665,0.346,0,0,0,100,0,0,0,Asian,74.354,Male,None,5.00695,-1.9448894,11.513008,0.042,0,99.951,0.008,1.149,2.983,22.46,7.016,96.334,east_asian,803
11015,1,61,30,FarEye,1,1,61,38,47.288,99.677,0.01,0.027,0.01,94.927,0.052,4.965,0.01,White,0.006,Male,None,-3.4428105,-1.6570996,6.4647512,84.152,0,15.844,0.005,6.504,25.894,1.022,2.025,58.671,south_asian,802
